bioguide,id,first_name,last_name,birthday,gender,religion,address,district,party,phone,state,leg_type,url,latitude,longitude,age
G000553,N00026686,Al,Green,1947-09-01,M,Unknown,"2347 Rayburn HOB; Washington DC 20515-4309",9.0,Democrat,202-225-7508,TX,rep,http://algreen.house.gov,29.6057926,-95.4987565,72
G000410,N00005870,Gene,Green,1947-10-17,M,Methodist,"2470 Rayburn HOB; Washington DC 20515-4329",29.0,Democrat,202-225-1688,TX,rep,https://green.house.gov,29.7067276,-95.2893433,72
G000568,N00032029,H.,Griffith,1958-03-15,M,,"2202 Rayburn HOB; Washington DC 20515-4609",9.0,Republican,202-225-3861,VA,rep,http://morgangriffith.house.gov,36.8101994,-81.3399414,61
G000551,N00025284,"Raúl",Grijalva,1948-02-19,M,"Roman Catholic","1511 Longworth HOB; Washington DC 20515-0303",3.0,Democrat,202-225-2435,AZ,rep,http://grijalva.house.gov,32.2635706,-112.4291464,71
G000558,N00029675,Brett,Guthrie,1964-02-18,M,,"2434 Rayburn HOB; Washington DC 20515-1702",2.0,Republican,202-225-3501,KY,rep,http://guthrie.house.gov,37.5687365,-85.9304546,55
G000535,N00004874,Luis,"Gutiérrez",1953-12-10,M,"Roman Catholic","2408 Rayburn HOB; Washington DC 20515-1304",4.0,Democrat,202-225-8203,IL,rep,http://gutierrez.house.gov,41.8483683,-87.7664934,65
H001045,N00029632,Gregg,Harper,1956-06-01,M,,"2227 Rayburn HOB; Washington DC 20515-2403",3.0,Republican,202-225-5031,MS,rep,http://harper.house.gov,32.1745171,-89.8505012,63
H001052,N00029147,Andy,Harris,1957-01-25,M,,"1533 Longworth HOB; Washington DC 20515-2001",1.0,Republican,202-225-5311,MD,rep,http://harris.house.gov,38.2989426,-75.8998674,62
H001053,N00031005,Vicky,Hartzler,1960-10-13,F,,"2235 Rayburn HOB; Washington DC 20515-2504",4.0,Republican,202-225-2876,MO,rep,http://hartzler.house.gov,38.2669136,-93.4195527,59
H000324,N00002884,Alcee,Hastings,1936-09-05,M,"African Methodist Episcopal","2353 Rayburn HOB; Washington DC 20515-0920",20.0,Democrat,202-225-1313,FL,rep,http://alceehastings.house.gov,26.5878255,-80.7214417,83
H001046,N00029835,Martin,Heinrich,1971-10-17,M,,"303 Hart Senate Office Building Washington DC 20510",1.0,Democrat,202-224-5521,NM,sen,http://www.heinrich.senate.gov,34.5199402,-105.8700901,48
H001036,N00024922,Jeb,Hensarling,1957-05-29,M,Christian,"2228 Rayburn HOB; Washington DC 20515-4305",5.0,Republican,202-225-3484,TX,rep,http://hensarling.house.gov,32.3995049,-95.8987139,62
H001056,N00031559,Jaime,"Herrera Beutler",1978-11-03,F,,"1107 Longworth HOB; Washington DC 20515-4703",3.0,Republican,202-225-3536,WA,rep,http://herrerabeutler.house.gov,46.1583266,-122.0201472,40
H001038,N00027060,Brian,Higgins,1959-10-06,M,,"2459 Rayburn HOB; Washington DC 20515-3226",26.0,Democrat,202-225-3306,NY,rep,http://higgins.house.gov,40.7527731,-73.7595532,60
H001047,N00029070,James,Himes,1966-07-05,M,,"1227 Longworth HOB; Washington DC 20515-0704",4.0,Democrat,202-225-5541,CT,rep,http://himes.house.gov,41.2238237,-73.4180211,53
H001042,N00028139,Mazie,Hirono,1947-11-03,F,,"330 Hart Senate Office Building Washington DC 20510",2.0,Democrat,202-224-6361,HI,sen,https://www.hirono.senate.gov,19.8967662,-155.5827818,71
H001061,N00031688,John,Hoeven,1957-03-13,M,,"338 Russell Senate Office Building Washington DC 20510",,Republican,202-224-2551,ND,sen,https://www.hoeven.senate.gov,47.5514926,-101.0020119,62
H000874,N00001821,Steny,Hoyer,1939-06-14,M,Baptist,"1705 Longworth HOB; Washington DC 20515-2005",5.0,Democrat,202-225-4131,MD,rep,http://hoyer.house.gov,38.3870787,-76.6412712,80
H001058,N00030673,Bill,Huizenga,1969-01-31,M,,"2232 Rayburn HOB; Washington DC 20515-2202",2.0,Republican,202-225-4401,MI,rep,http://huizenga.house.gov,43.4327598,-86.5804473,50
H001059,N00031104,Randy,Hultgren,1966-03-01,M,,"2455 Rayburn HOB; Washington DC 20515-1314",14.0,Republican,202-225-2976,IL,rep,http://hultgren.house.gov,41.8311685,-88.556531,53
H001048,N00029258,Duncan,Hunter,1976-12-07,M,,"2429 Rayburn HOB; Washington DC 20515-0550",50.0,Republican,202-225-5672,CA,rep,http://hunter.house.gov,33.0933809,-116.6081653,42
I000055,N00002593,John,Isakson,1944-12-28,M,Methodist,"131 Russell Senate Office Building Washington DC 20510",6.0,Republican,202-224-3643,GA,sen,http://www.isakson.senate.gov,32.1656221,-82.9000751,74
I000056,N00007017,Darrell,Issa,1953-11-01,M,,"2269 Rayburn HOB; Washington DC 20515-0549",49.0,Republican,202-225-3906,CA,rep,http://issa.house.gov,33.2813392,-117.4086488,65
J000032,N00005818,Sheila,"Jackson Lee",1950-01-12,F,"Seventh Day Adventist","2187 Rayburn HOB; Washington DC 20515-4318",18.0,Democrat,202-225-3816,TX,rep,http://jacksonlee.house.gov,29.8846219,-95.4568133,69
J000290,N00029077,Lynn,Jenkins,1963-06-10,F,,"1526 Longworth HOB; Washington DC 20515-1602",2.0,Republican,202-225-6601,KS,rep,http://lynnjenkins.house.gov,38.1929427,-95.3939551,56
J000292,N00032088,Bill,Johnson,1954-11-10,M,,"1710 Longworth HOB; Washington DC 20515-3506",6.0,Republican,202-225-5705,OH,rep,http://billjohnson.house.gov,39.8218104,-81.3399414,64
J000126,N00008122,Eddie,Johnson,1935-12-03,F,Baptist,"2468 Rayburn HOB; Washington DC 20515-4330",30.0,Democrat,202-225-8885,TX,rep,http://ebjohnson.house.gov,32.674542,-96.7065914,83
J000288,N00027848,Henry,Johnson,1954-10-02,M,,"2240 Rayburn HOB; Washington DC 20515-1004",4.0,Democrat,202-225-1605,GA,rep,http://hankjohnson.house.gov,33.6985512,-84.059029,65
J000293,N00032546,Ron,Johnson,1955-04-08,M,,"328 Hart Senate Office Building Washington DC 20510",,Republican,202-224-5323,WI,sen,http://www.ronjohnson.senate.gov,43.7844397,-88.7878678,64
J000174,N00008028,Sam,Johnson,1930-10-11,M,Methodist,"2304 Rayburn HOB; Washington DC 20515-4303",3.0,Republican,202-225-4201,TX,rep,http://samjohnson.house.gov,33.1704982,-96.663812,89
J000255,N00002299,Walter,Jones,1943-02-10,M,Catholic,"2333 Rayburn HOB; Washington DC 20515-3303",3.0,Republican,202-225-3415,NC,rep,http://jones.house.gov,35.3444449,-76.6412712,76
J000289,N00027894,Jim,Jordan,1964-02-17,M,,"2056 Rayburn HOB; Washington DC 20515-3504",4.0,Republican,202-225-2676,OH,rep,http://jordan.house.gov,40.2852206,-83.4216613,55
K000009,N00003522,Marcy,Kaptur,1946-06-17,F,"Roman Catholic","2186 Rayburn HOB; Washington DC 20515-3509",9.0,Democrat,202-225-4146,OH,rep,http://kaptur.house.gov,41.4461986,-82.6483442,73
K000375,N00031933,William,Keating,1952-09-06,M,,"2351 Rayburn HOB; Washington DC 20515-2109",9.0,Democrat,202-225-3111,MA,rep,http://keating.house.gov,41.9046305,-70.2408325,67
K000376,N00031647,Mike,Kelly,1948-05-10,M,,"1707 Longworth HOB; Washington DC 20515-3803",3.0,Republican,202-225-5406,PA,rep,http://kelly.house.gov,40.0213721,-75.1778853,71
K000188,N00004403,Ron,Kind,1963-03-16,M,Lutheran,"1502 Longworth HOB; Washington DC 20515-4903",3.0,Democrat,202-225-5506,WI,rep,http://kind.house.gov,44.0924539,-90.9056623,56
K000210,N00001193,Peter,King,1944-04-05,M,"Roman Catholic","339 Cannon HOB; Washington DC 20515-3202",2.0,Republican,202-225-7896,NY,rep,http://peteking.house.gov,40.6594928,-73.323708,75
K000362,N00025237,Steve,King,1949-05-28,M,"Roman Catholic","2210 Rayburn HOB; Washington DC 20515-1504",4.0,Republican,202-225-4426,IA,rep,https://steveking.house.gov,42.7664331,-94.7277528,70
K000378,N00030667,Adam,Kinzinger,1978-02-27,M,,"2245 Rayburn HOB; Washington DC 20515-1316",16.0,Republican,202-225-3635,IL,rep,http://kinzinger.house.gov,41.5976275,-89.0943377,41
L000573,N00031377,"Raúl",Labrador,1967-12-08,M,,"1523 Longworth HOB; Washington DC 20515-1201",1.0,Republican,202-225-6611,ID,rep,http://labrador.house.gov,45.4580311,-115.5527176,51
L000564,N00028133,Doug,Lamborn,1954-05-24,M,,"2402 Rayburn HOB; Washington DC 20515-0605",5.0,Republican,202-225-4422,CO,rep,http://lamborn.house.gov,38.8140718,-105.2194808,65
L000567,N00000898,Leonard,Lance,1952-06-25,M,,"2352 Rayburn HOB; Washington DC 20515-3007",7.0,Republican,202-225-5361,NJ,rep,http://lance.house.gov,40.6547001,-74.6868815,67
L000559,N00009724,James,Langevin,1964-04-22,M,,"2077 Rayburn HOB; Washington DC 20515-3902",2.0,Democrat,202-225-2735,RI,rep,http://langevin.house.gov,41.611509,-71.6673352,55
L000575,N00031129,James,Lankford,1968-03-04,M,,"316 Hart Senate Office Building Washington DC 20510",5.0,Republican,202-224-5754,OK,sen,https://www.lankford.senate.gov,35.0077519,-97.092877,51
L000560,N00009759,Rick,Larsen,1965-06-15,M,,"2113 Rayburn HOB; Washington DC 20515-4702",2.0,Democrat,202-225-2605,WA,rep,http://larsen.house.gov,48.3448231,-122.5360921,54
L000557,N00000575,John,Larson,1948-07-22,M,,"1501 Longworth HOB; Washington DC 20515-0701",1.0,Democrat,202-225-2265,CT,rep,http://larson.house.gov,41.8091584,-72.6624209,71
L000566,N00012233,Robert,Latta,1956-04-18,M,,"2448 Rayburn HOB; Washington DC 20515-3505",5.0,Republican,202-225-6405,OH,rep,http://latta.house.gov,41.2903833,-84.1012861,63
L000174,N00009918,Patrick,Leahy,1940-03-31,M,"Roman Catholic","437 Russell Senate Office Building Washington DC 20510",,Democrat,202-224-4242,VT,sen,https://www.leahy.senate.gov,44.5588028,-72.5778415,79
L000551,N00008046,Barbara,Lee,1946-07-16,F,Baptist,"2267 Rayburn HOB; Washington DC 20515-0513",13.0,Democrat,202-225-2661,CA,rep,http://lee.house.gov,37.7690399,-122.2427,73
L000577,N00031696,Mike,Lee,1971-06-04,M,,"361A Russell Senate Office Building Washington DC 20510",,Republican,202-224-5444,UT,sen,http://www.lee.senate.gov/public,39.3209801,-111.0937311,48
L000263,N00003950,Sander,Levin,1931-09-06,M,Jewish,"1236 Longworth HOB; Washington DC 20515-2209",9.0,Democrat,202-225-4961,MI,rep,http://levin.house.gov,42.5300302,-82.9501558,88
L000287,N00002577,John,Lewis,1940-02-21,M,Baptist,"343 Cannon HOB; Washington DC 20515-1005",5.0,Democrat,202-225-3801,GA,rep,http://johnlewis.house.gov,33.7142887,-84.3962535,79
L000563,N00027239,Daniel,Lipinski,1966-07-15,M,,"2346 Rayburn HOB; Washington DC 20515-1303",3.0,Democrat,202-225-5701,IL,rep,http://lipinski.house.gov,41.6232781,-87.972681,53
L000554,N00000851,Frank,LoBiondo,1946-05-12,M,"Roman Catholic","2427 Rayburn HOB; Washington DC 20515-3002",2.0,Republican,202-225-6572,NJ,rep,http://lobiondo.house.gov,39.3964336,-74.8741045,73
L000565,N00027741,David,Loebsack,1952-12-23,M,,"1527 Longworth HOB; Washington DC 20515-1502",2.0,Democrat,202-225-6576,IA,rep,http://loebsack.house.gov,40.9388076,-92.1450245,66
L000397,N00007479,Zoe,Lofgren,1947-12-21,F,Lutheran,"1401 Longworth HOB; Washington DC 20515-0519",19.0,Democrat,202-225-3072,CA,rep,https://lofgren.house.gov,37.2187714,-121.5826642,71
L000576,N00030676,Billy,Long,1955-08-11,M,,"2454 Rayburn HOB; Washington DC 20515-2507",7.0,Republican,202-225-6536,MO,rep,http://long.house.gov,36.9050673,-93.4195527,64
L000480,N00001024,Nita,Lowey,1937-07-05,F,Jewish,"2365 Rayburn HOB; Washington DC 20515-3217",17.0,Democrat,202-225-6506,NY,rep,http://lowey.house.gov,41.1814821,-73.9359821,82
L000491,N00005559,Frank,Lucas,1960-01-06,M,Baptist,"2405 Rayburn HOB; Washington DC 20515-3603",3.0,Republican,202-225-5565,OK,rep,http://lucas.house.gov,35.9374134,-98.8362755,59
L000569,N00030026,Blaine,Luetkemeyer,1952-05-07,M,,"2230 Rayburn HOB; Washington DC 20515-2503",3.0,Republican,202-225-2956,MO,rep,http://luetkemeyer.house.gov,38.4730493,-91.6760691,67
L000570,N00029562,Ben,"Luján",1972-06-07,M,,"2231 Rayburn HOB; Washington DC 20515-3103",3.0,Democrat,202-225-6190,NM,rep,http://lujan.house.gov,35.8511712,-106.1580937,47
L000562,N00013855,Stephen,Lynch,1955-03-31,M,,"2268 Rayburn HOB; Washington DC 20515-2108",8.0,Democrat,202-225-8273,MA,rep,http://lynch.house.gov,42.2204268,-70.95468,64
M000087,N00000078,Carolyn,Maloney,1946-02-19,F,Presbyterian,"2308 Rayburn HOB; Washington DC 20515-3212",12.0,Democrat,202-225-7944,NY,rep,http://maloney.house.gov,40.7599645,-73.9477384,73
M001158,N00026710,Kenny,Marchant,1951-02-23,M,Nazarene,"2369 Rayburn HOB; Washington DC 20515-4324",24.0,Republican,202-225-6605,TX,rep,http://marchant.house.gov,32.9252178,-97.0498442,68
M001179,N00031777,Tom,Marino,1952-08-15,M,,"2242 Rayburn HOB; Washington DC 20515-3810",10.0,Republican,202-225-3731,PA,rep,http://marino.house.gov,40.2734277,-76.7336521,67
M000133,N00000270,Edward,Markey,1946-07-11,M,"Roman Catholic","255 Dirksen Senate Office Building Washington DC 20510",5.0,Democrat,202-224-2742,MA,sen,http://www.markey.senate.gov,42.4072107,-71.3824374,73
M001163,N00027459,Doris,Matsui,1944-09-25,F,,"2311 Rayburn HOB; Washington DC 20515-0506",6.0,Democrat,202-225-7163,CA,rep,http://matsui.house.gov,38.5477841,-121.4913182,75
M000303,N00006424,John,McCain,1936-08-29,M,Episcopalian,"218 Russell Senate Office Building Washington DC 20510",1.0,Republican,202-224-2235,AZ,sen,http://www.mccain.senate.gov,34.0489281,-111.0937311,83
M001165,N00028152,Kevin,McCarthy,1965-01-26,M,,"2421 Rayburn HOB; Washington DC 20515-0523",23.0,Republican,202-225-2915,CA,rep,http://kevinmccarthy.house.gov,35.5902849,-118.4863963,54
M001157,N00026460,Michael,McCaul,1962-01-14,M,Unknown,"2001 Rayburn HOB; Washington DC 20515-4310",10.0,Republican,202-225-2401,TX,rep,http://mccaul.house.gov,29.8105266,-96.5783387,57
M001177,N00006863,Tom,McClintock,1956-07-10,M,,"2312 Rayburn HOB; Washington DC 20515-0504",4.0,Republican,202-225-2511,CA,rep,http://mcclintock.house.gov,38.6399398,-120.5279096,63
M001143,N00012942,Betty,McCollum,1954-07-12,F,"Roman Catholic","2256 Rayburn HOB; Washington DC 20515-2304",4.0,Democrat,202-225-6631,MN,rep,http://mccollum.house.gov,45.0347076,-93.0254315,65
M000312,N00000179,James,McGovern,1959-11-20,M,Catholic,"438 Cannon HOB; Washington DC 20515-2102",2.0,Democrat,202-225-6101,MA,rep,http://mcgovern.house.gov,42.440432,-72.0468164,59
M001156,N00026627,Patrick,McHenry,1975-10-22,M,,"2334 Rayburn HOB; Washington DC 20515-3310",10.0,Republican,202-225-2576,NC,rep,http://mchenry.house.gov,35.361354,-81.6035062,44
M001180,N00031681,David,McKinley,1947-03-28,M,,"2239 Rayburn HOB; Washington DC 20515-4801",1.0,Republican,202-225-4172,WV,rep,http://mckinley.house.gov,39.4095463,-80.2767327,72
M001159,N00026314,Cathy,"McMorris Rodgers",1969-05-22,F,,"1314 Longworth HOB; Washington DC 20515-4705",5.0,Republican,202-225-2006,WA,rep,http://mcmorris.house.gov,47.6487643,-118.0339545,50
M001166,N00026926,Jerry,McNerney,1951-06-18,M,,"2265 Rayburn HOB; Washington DC 20515-0509",9.0,Democrat,202-225-1947,CA,rep,http://mcnerney.house.gov,38.0169459,-121.3541631,68
M001181,N00031134,Patrick,Meehan,1955-10-20,M,,"2305 Rayburn HOB; Washington DC 20515-3807",7.0,Republican,202-225-2011,PA,rep,https://meehan.house.gov,40.7076083,-75.3878525,64
M001137,N00001171,Gregory,Meeks,1953-09-25,M,"African Methodist Episcopal","2234 Rayburn HOB; Washington DC 20515-3205",5.0,Democrat,202-225-3461,NY,rep,http://meeks.house.gov,40.5535142,-73.8183804,66
M001160,N00026914,Gwen,Moore,1951-04-18,F,Unknown,"2252 Rayburn HOB; Washington DC 20515-4904",4.0,Democrat,202-225-4572,WI,rep,http://gwenmoore.house.gov,43.1180555,-87.972681,68
M000934,N00005282,Jerry,Moran,1954-05-29,M,Methodist,"521 Dirksen Senate Office Building Washington DC 20510",1.0,Republican,202-224-6521,KS,sen,http://www.moran.senate.gov,39.011902,-98.4842465,65
M001182,N00031412,Mick,Mulvaney,1967-07-21,M,,"2350 Rayburn HOB; Washington DC 20515-4005",5.0,Republican,202-225-5501,SC,rep,https://mulvaney.house.gov,34.7049169,-80.9871074,52
M001153,N00026050,Lisa,Murkowski,1957-05-22,F,"Roman Catholic","709 Hart Senate Office Building Washington DC 20510",,Republican,202-224-6665,AK,sen,https://www.murkowski.senate.gov,64.2008413,-149.4936733,62
M001169,N00027566,Christopher,Murphy,1973-08-03,M,,"136 Hart Senate Office Building Washington DC 20510",5.0,Democrat,202-224-4041,CT,sen,https://www.murphy.senate.gov,41.6032207,-73.087749,46
M001151,N00024992,Tim,Murphy,1952-09-11,M,"Roman Catholic","2332 Rayburn HOB; Washington DC 20515-3818",18.0,Republican,202-225-2301,PA,rep,http://murphy.house.gov,40.3929605,-79.8744836,67
M001111,N00007876,Patty,Murray,1950-10-11,F,"Roman Catholic","154 Russell Senate Office Building Washington DC 20510",,Democrat,202-224-2621,WA,sen,http://www.murray.senate.gov/public,47.7510741,-120.7401385,69
N000002,N00000939,Jerrold,Nadler,1947-06-13,M,Jewish,"2109 Rayburn HOB; Washington DC 20515-3210",10.0,Democrat,202-225-5635,NY,rep,http://nadler.house.gov,40.6950083,-74.0123851,72
N000179,N00006789,Grace,Napolitano,1936-12-04,F,"Roman Catholic","1610 Longworth HOB; Washington DC 20515-0532",32.0,Democrat,202-225-5256,CA,rep,http://napolitano.house.gov,34.0911289,-117.9014654,82
N000015,N00000153,Richard,Neal,1949-02-14,M,"Roman Catholic","341 Cannon HOB; Washington DC 20515-2101",1.0,Democrat,202-225-5601,MA,rep,http://neal.house.gov,42.2831967,-72.9932969,70
N000184,N00032022,Kristi,Noem,1971-11-30,F,,"2457 Rayburn HOB; Washington DC 20515-4100",0.0,Republican,202-225-2801,SD,rep,https://noem.house.gov,43.5432077,-96.7264226,47
N000147,N00001692,Eleanor,Norton,1937-06-13,F,Episcopalian,"2136 Rayburn HOB; Washington DC 20515-5101",0.0,Democrat,202-225-8050,DC,rep,http://norton.house.gov,38.9071923,-77.0368707,82
N000181,N00007248,Devin,Nunes,1973-10-01,M,"Roman Catholic","1013 Longworth HOB; Washington DC 20515-0522",22.0,Republican,202-225-2523,CA,rep,http://nunes.house.gov,36.2494922,-119.3250347,46
O000168,N00029285,Pete,Olson,1962-12-09,M,,"2133 Rayburn HOB; Washington DC 20515-4322",22.0,Republican,202-225-5951,TX,rep,http://olson.house.gov,29.5692614,-95.8142885,56
P000601,N00031958,Steven,Palazzo,1970-02-21,M,,"2349 Rayburn HOB; Washington DC 20515-2404",4.0,Republican,202-225-5772,MS,rep,http://palazzo.house.gov,31.2594613,-89.0943377,49
P000034,N00000781,Frank,Pallone,1951-10-30,M,Catholic,"237 Cannon HOB; Washington DC 20515-3006",6.0,Democrat,202-225-4671,NJ,rep,https://pallone.house.gov,40.4380816,-73.9830029,67
P000096,N00000751,Bill,Pascrell,1937-01-25,M,Catholic,"2370 Rayburn HOB; Washington DC 20515-3009",9.0,Democrat,202-225-5751,NJ,rep,http://pascrell.house.gov,40.8309687,-74.1005044,82
P000603,N00030836,Rand,Paul,1963-01-07,M,,"167 Russell Senate Office Building Washington DC 20510",,Republican,202-224-4343,KY,sen,https://www.paul.senate.gov,37.8393332,-84.2700179,56
P000594,N00029391,Erik,Paulsen,1965-05-14,M,,"127 Cannon HOB; Washington DC 20515-2303",3.0,Republican,202-225-2871,MN,rep,http://paulsen.house.gov,45.0208911,-93.5094574,54
P000588,N00012672,Stevan,Pearce,1947-08-24,M,,"2432 Rayburn HOB; Washington DC 20515-3102",2.0,Republican,202-225-2365,NM,rep,http://pearce.house.gov,32.9695746,-104.2861116,72
P000197,N00007360,Nancy,Pelosi,1940-03-26,F,"Roman Catholic","233 Cannon HOB; Washington DC 20515-0512",12.0,Democrat,202-225-4965,CA,rep,http://pelosi.house.gov,37.7897262,-122.424074,79
P000593,N00027510,Ed,Perlmutter,1953-05-01,M,,"1410 Longworth HOB; Washington DC 20515-0607",7.0,Democrat,202-225-2645,CO,rep,http://perlmutter.house.gov,39.8468904,-105.0791228,66
P000595,N00029277,Gary,Peters,1958-12-01,M,,"724 Hart Senate Office Building Washington DC 20510",14.0,Democrat,202-224-6221,MI,sen,http://www.peters.senate.gov,44.3148443,-85.6023643,60
P000258,N00004558,Collin,Peterson,1944-06-29,M,Lutheran,"2204 Rayburn HOB; Washington DC 20515-2307",7.0,Democrat,202-225-2165,MN,rep,http://collinpeterson.house.gov,46.3751707,-95.6854021,75
P000597,N00013817,Chellie,Pingree,1955-04-02,F,,"2162 Rayburn HOB; Washington DC 20515-1901",1.0,Democrat,202-225-6116,ME,rep,https://pingree.house.gov,43.8132979,-70.3870587,64
P000592,N00026457,Ted,Poe,1948-09-10,M,Unknown,"2132 Rayburn HOB; Washington DC 20515-4302",2.0,Republican,202-225-6565,TX,rep,https://poe.house.gov,30.0108839,-95.1849219,71
P000598,N00029127,Jared,Polis,1975-05-12,M,,"1727 Longworth HOB; Washington DC 20515-0602",2.0,Democrat,202-225-2161,CO,rep,http://polis.house.gov,40.0583238,-105.5943388,44
P000602,N00030744,Mike,Pompeo,1963-12-30,M,,"2452 Rayburn HOB; Washington DC 20515-1604",4.0,Republican,202-225-6216,KS,rep,http://pompeo.house.gov,37.4047786,-97.4381355,55
P000449,N00003682,Robert,Portman,1955-12-19,M,Methodist,"448 Russell Senate Office Building Washington DC 20510",2.0,Republican,202-224-3353,OH,sen,http://www.portman.senate.gov,40.4172871,-82.907123,63
P000599,N00029662,Bill,Posey,1947-12-18,M,,"2150 Rayburn HOB; Washington DC 20515-0908",8.0,Republican,202-225-3671,FL,rep,http://posey.house.gov,28.0784244,-80.7214417,71
P000523,N00002260,David,Price,1940-08-17,M,Baptist,"2108 Rayburn HOB; Washington DC 20515-3304",4.0,Democrat,202-225-1784,NC,rep,http://price.house.gov,35.9791445,-79.0645056,79
P000591,N00026160,Tom,Price,1954-10-08,M,,"1211 Longworth HOB; Washington DC 20515-1006",6.0,Republican,202-225-4501,GA,rep,https://tomprice.house.gov,33.9813558,-84.3962535,65
Q000023,N00030581,Mike,Quigley,1958-10-17,M,,"2458 Rayburn HOB; Washington DC 20515-1305",5.0,Democrat,202-225-4061,IL,rep,http://quigley.house.gov,41.959547,-87.8746146,61
R000585,N00030949,Tom,Reed,1971-11-18,M,,"2437 Rayburn HOB; Washington DC 20515-3223",23.0,Republican,202-225-3161,NY,rep,http://reed.house.gov,42.321027,-77.3783789,47
R000578,N00026885,David,Reichert,1950-08-29,M,,"1127 Longworth HOB; Washington DC 20515-4708",8.0,Republican,202-225-7761,WA,rep,http://reichert.house.gov,47.1749548,-120.931941,69
R000586,N00031127,James,Renacci,1958-12-03,M,,"328 Cannon HOB; Washington DC 20515-3516",16.0,Republican,202-225-3876,OH,rep,https://renacci.house.gov,40.9073587,-81.7787021,60
R000588,N00030184,Cedric,Richmond,1973-09-13,M,,"420 Cannon HOB; Washington DC 20515-1802",2.0,Democrat,202-225-6636,LA,rep,http://richmond.house.gov,30.0187511,-90.6393702,46
R000591,N00030768,Martha,Roby,1976-07-27,F,,"442 Cannon HOB; Washington DC 20515-0102",2.0,Republican,202-225-2901,AL,rep,http://roby.house.gov,31.7510453,-86.0937312,43
R000582,N00028463,David,Roe,1945-07-21,M,,"336 Cannon HOB; Washington DC 20515-4201",1.0,Republican,202-225-6356,TN,rep,http://roe.house.gov,36.2364351,-83.0790865,74
R000395,N00003473,Harold,Rogers,1937-12-31,M,Baptist,"2406 Rayburn HOB; Washington DC 20515-1705",5.0,Republican,202-225-4601,KY,rep,http://halrogers.house.gov,37.2855632,-83.4216613,81
R000575,N00024759,Mike,Rogers,1958-07-16,M,,"2184 Rayburn HOB; Washington DC 20515-0103",3.0,Republican,202-225-3261,AL,rep,http://mikerogers.house.gov,33.1870471,-85.7666645,61
R000409,N00007151,Dana,Rohrabacher,1947-06-21,M,Christian,"2300 Rayburn HOB; Washington DC 20515-0548",48.0,Republican,202-225-2415,CA,rep,http://rohrabacher.house.gov,33.6384531,-117.9014654,72
R000592,N00031741,Todd,Rokita,1970-02-09,M,,"2439 Rayburn HOB; Washington DC 20515-1404",4.0,Republican,202-225-5037,IN,rep,http://rokita.house.gov,40.426234,-86.7416374,49
R000583,N00029018,Thomas,Rooney,1970-11-21,M,,"2160 Rayburn HOB; Washington DC 20515-0917",17.0,Republican,202-225-5792,FL,rep,https://rooney.house.gov,27.4890326,-81.6911559,48
R000435,N00002858,Ileana,Ros-Lehtinen,1952-07-15,F,"Roman Catholic","2206 Rayburn HOB; Washington DC 20515-0927",27.0,Republican,202-225-3931,FL,rep,http://ros-lehtinen.house.gov,25.5722267,-80.2321313,67
R000580,N00004719,Peter,Roskam,1961-09-13,M,,"2246 Rayburn HOB; Washington DC 20515-1306",6.0,Republican,202-225-4561,IL,rep,http://roskam.house.gov,42.1815701,-88.1291387,58
R000593,N00030645,Dennis,Ross,1959-10-18,M,,"436 Cannon HOB; Washington DC 20515-0915",15.0,Republican,202-225-1252,FL,rep,http://dennisross.house.gov,27.9704064,-81.9534815,60
R000486,N00006671,Lucille,Roybal-Allard,1941-06-12,F,"Roman Catholic","2083 Rayburn HOB; Washington DC 20515-0540",40.0,Democrat,202-225-1766,CA,rep,http://roybal-allard.house.gov,33.9733032,-118.1707794,78
R000487,N00008264,Edward,Royce,1951-10-12,M,"Roman Catholic","2310 Rayburn HOB; Washington DC 20515-0539",39.0,Republican,202-225-4111,CA,rep,http://royce.house.gov,33.9348701,-117.784246,68
R000595,N00030612,Marco,Rubio,1971-05-28,M,,"284 Russell Senate Office Building Washington DC 20510",,Republican,202-224-3041,FL,sen,http://www.rubio.senate.gov,27.6648274,-81.5157535,48
R000576,N00025482,C.,Ruppersberger,1946-01-31,M,Methodist,"2416 Rayburn HOB; Washington DC 20515-2002",2.0,Democrat,202-225-3061,MD,rep,http://ruppersberger.house.gov,39.3046705,-76.4100267,73
R000515,N00004887,Bobby,Rush,1946-11-23,M,Protestant,"2188 Rayburn HOB; Washington DC 20515-1301",1.0,Democrat,202-225-4372,IL,rep,http://rush.house.gov,41.4620715,-87.8942451,72
R000570,N00004357,Paul,Ryan,1970-01-29,M,"Roman Catholic","1233 Longworth HOB; Washington DC 20515-4901",1.0,Republican,202-225-3031,WI,rep,http://paulryan.house.gov,42.6953909,-88.3239309,49
R000577,N00025280,Tim,Ryan,1973-07-16,M,"Roman Catholic","1126 Longworth HOB; Washington DC 20515-3513",13.0,Democrat,202-225-5261,OH,rep,http://timryan.house.gov,41.1612684,-80.8986502,46
S001177,N00030418,Gregorio,Sablan,1955-01-19,M,,"2411 Rayburn HOB; Washington DC 20515-5201",0.0,Democrat,202-225-2646,MP,rep,http://sablan.house.gov,15.2020507,145.7176095,64
S001168,N00027751,John,Sarbanes,1962-05-22,M,,"2444 Rayburn HOB; Washington DC 20515-2003",3.0,Democrat,202-225-4016,MD,rep,https://sarbanes.house.gov,39.1236836,-76.4331698,57
